sim_id,Full_Model_LL,Full_Model_AIC,Full_Model_BIC,Full_Model_nparams,Full_Model_beta_GS,No_Interaction_LL,No_Interaction_AIC,No_Interaction_BIC,No_Interaction_nparams,No_PackYears_LL,No_PackYears_AIC,No_PackYears_BIC,No_PackYears_nparams,No_PackYears_beta_GS,LRT_No_Interaction_chi2,LRT_No_Interaction_pvalue,LRT_No_PackYears_chi2,LRT_No_PackYears_pvalue
31,-11015.712890625,22085.42578125,22298.819945168474,27,0.49856773018836975,-11041.4013671875,22130.802734375,22320.486435635867,24,-11079.03515625,22208.0703125,22405.657501313402,25,0.5177453756332397,51.376953125,4.066114112077912e-11,126.64453125,0.0
32,-10790.6376953125,21635.275390625,21848.669554543474,27,0.4685356318950653,-10784.1884765625,21616.376953125,21806.060654385867,24,-10831.01171875,21712.0234375,21909.610626313402,25,0.4874769449234009,0.0,1.0,80.748046875,0.0
33,-11110.7275390625,22275.455078125,22488.849242043474,27,0.42759209871292114,-11126.494140625,22300.98828125,22490.671982510867,24,-11166.3251953125,22382.650390625,22580.237579438402,25,0.47703948616981506,31.533203125,6.563663000891395e-07,111.1953125,0.0
34,-10797.3583984375,21648.716796875,21862.110960793474,27,0.4374784827232361,-10813.51171875,21675.0234375,21864.707138760867,24,-10852.9931640625,21755.986328125,21953.573516938402,25,0.47536930441856384,32.306640625,4.509786885042999e-07,111.26953125,0.0
35,-11042.9658203125,22139.931640625,22353.325804543474,27,0.4984768331050873,-11068.0849609375,22184.169921875,22373.853623135867,24,-11085.5439453125,22221.087890625,22418.675079438402,25,0.5035725235939026,50.23828125,7.108102995090348e-11,85.15625,0.0
36,-10892.744140625,21839.48828125,22052.882445168474,27,0.4925282597541809,-10903.6044921875,21855.208984375,22044.892685635867,24,-10942.6455078125,21935.291015625,22132.878204438402,25,0.5311203598976135,21.720703125,7.456816820761158e-05,99.802734375,0.0
37,-10834.498046875,21722.99609375,21936.390257668474,27,0.4420524835586548,-10839.794921875,21727.58984375,21917.273545010867,24,-10901.1640625,21852.328125,22049.915313813402,25,0.47326797246932983,10.59375,0.014138238103980849,133.33203125,0.0
38,-10850.1748046875,21754.349609375,21967.743773293474,27,0.5317327380180359,-10868.0009765625,21784.001953125,21973.685654385867,24,-10884.5146484375,21819.029296875,22016.616485688402,25,0.5410623550415039,35.65234375,8.869147893886264e-08,68.6796875,1.2212453270876722e-15
39,-11000.4521484375,22054.904296875,22268.298460793474,27,0.42532843351364136,-11025.0625,22098.125,22287.808701260867,24,-11054.41015625,22158.8203125,22356.407501313402,25,0.4588415026664734,49.220703125,1.170693542107415e-10,107.916015625,0.0
40,-10727.7939453125,21509.587890625,21722.982054543474,27,0.482392281293869,-10742.8974609375,21533.794921875,21723.478623135867,24,-10794.5341796875,21639.068359375,21836.655548188402,25,0.4988028109073639,30.20703125,1.248370908979446e-06,133.48046875,0.0
41,-11400.3828125,22854.765625,23068.159788918474,27,0.43214839696884155,-11402.65625,22853.3125,23042.996201260867,24,-11450.927734375,22951.85546875,23149.442657563402,25,0.46555253863334656,4.546875,0.20814706034045738,101.08984375,0.0
42,-10874.94921875,21803.8984375,22017.292601418474,27,0.5153511166572571,-10888.033203125,21824.06640625,22013.750107510867,24,-10894.447265625,21838.89453125,22036.481720063402,25,0.5444445013999939,26.16796875,8.79545130993975e-06,38.99609375,3.4049115749112957e-09
43,-10603.125,21260.25,21473.644163918474,27,0.5237202048301697,-10616.0302734375,21280.060546875,21469.744248135867,24,-10647.0859375,21344.171875,21541.759063813402,25,0.5338643193244934,25.810546875,1.0449411192214875e-05,87.921875,0.0
44,-11126.2451171875,22306.490234375,22519.884398293474,27,0.4605500102043152,-11148.892578125,22345.78515625,22535.468857510867,24,-11189.541015625,22429.08203125,22626.669220063402,25,0.48929664492607117,45.294921875,8.009153340537978e-10,126.591796875,0.0
45,-10878.328125,21810.65625,22024.050413918474,27,0.44458630681037903,-10900.263671875,21848.52734375,22038.211045010867,24,-10954.9658203125,21959.931640625,22157.518829438402,25,0.4649152457714081,43.87109375,1.6073981035091833e-09,153.275390625,0.0
46,-10932.75390625,21919.5078125,22132.901976418474,27,0.4729410409927368,-10941.580078125,21931.16015625,22120.843857510867,24,-10972.7333984375,21995.466796875,22193.053985688402,25,0.5027340650558472,17.65234375,0.0005187663159169631,79.958984375,0.0
47,-11016.9541015625,22087.908203125,22301.302367043474,27,0.4904080033302307,-11038.52734375,22125.0546875,22314.738388760867,24,-11074.119140625,22198.23828125,22395.825470063402,25,0.4870067834854126,43.146484375,2.2909185659614195e-09,114.330078125,0.0
48,-10712.7744140625,21479.548828125,21692.942992043474,27,0.47731655836105347,-10733.7431640625,21515.486328125,21705.170029385867,24,-10792.62109375,21635.2421875,21832.829376313402,25,0.5143376588821411,41.9375,4.136541331689614e-09,159.693359375,0.0
49,-10975.51171875,22005.0234375,22218.417601418474,27,0.5038294196128845,-11008.681640625,22065.36328125,22255.046982510867,24,-11044.82421875,22139.6484375,22337.235626313402,25,0.5266971588134766,66.33984375,2.5979218776228663e-14,138.625,0.0
50,-10749.5126953125,21553.025390625,21766.419554543474,27,0.45246046781539917,-10774.4580078125,21596.916015625,21786.599716885867,24,-10796.8095703125,21643.619140625,21841.206329438402,25,0.4734824299812317,49.890625,8.429368314466501e-11,94.59375,0.0
51,-10917.0009765625,21888.001953125,22101.396117043474,27,0.44327178597450256,-10922.1650390625,21892.330078125,22082.013779385867,24,-10962.14453125,21974.2890625,22171.876251313402,25,0.4785129129886627,10.328125,0.015973321534424212,90.287109375,0.0
52,-10971.529296875,21997.05859375,22210.452757668474,27,0.4460171163082123,-10989.8349609375,22027.669921875,22217.353623135867,24,-11033.572265625,22117.14453125,22314.731720063402,25,0.4895626902580261,36.611328125,5.56044397193034e-08,124.0859375,0.0
53,-11004.220703125,22062.44140625,22275.835570168474,27,0.46341899037361145,-11018.7880859375,22085.576171875,22275.259873135867,24,-11064.33203125,22178.6640625,22376.251251313402,25,0.5006111264228821,29.134765625,2.0980559644057095e-06,120.22265625,0.0
54,-10801.236328125,21656.47265625,21869.866820168474,27,0.40143898129463196,-10812.2763671875,21672.552734375,21862.236435635867,24,-10870.03515625,21790.0703125,21987.657501313402,25,0.4393414556980133,22.080078125,6.277571901014412e-05,137.59765625,0.0
55,-10791.0751953125,21636.150390625,21849.544554543474,27,0.5038196444511414,-10805.912109375,21659.82421875,21849.507920010867,24,-10837.083984375,21724.16796875,21921.755157563402,25,0.5259823203086853,29.673828125,1.6162018132703793e-06,92.017578125,0.0
56,-11150.337890625,22354.67578125,22568.069945168474,27,0.4846401810646057,-11171.6142578125,22391.228515625,22580.912216885867,24,-11173.0048828125,22396.009765625,22593.596954438402,25,0.4980219304561615,42.552734375,3.062409992260484e-09,45.333984375,1.4316947627435184e-10
57,-10979.068359375,22012.13671875,22225.530882668474,27,0.4950377643108368,-10995.91015625,22039.8203125,22229.504013760867,24,-11026.888671875,22103.77734375,22301.364532563402,25,0.5068745017051697,33.68359375,2.3105353841312848e-07,95.640625,0.0
58,-10642.2568359375,21338.513671875,21551.907835793474,27,0.509302020072937,-10661.2021484375,21370.404296875,21560.087998135867,24,-10673.2255859375,21396.451171875,21594.038360688402,25,0.5208068490028381,37.890625,2.981263313994731e-08,61.9375,3.552713678800501e-14
59,-11313.4755859375,22680.951171875,22894.345335793474,27,0.4363679885864258,-11309.64453125,22667.2890625,22856.972763760867,24,-11342.62890625,22735.2578125,22932.845001313402,25,0.48388904333114624,0.0,1.0,58.306640625,2.1815882433884326e-13
60,-11004.302734375,22062.60546875,22275.999632668474,27,0.4857967495918274,-11014.5732421875,22077.146484375,22266.830185635867,24,-11030.3037109375,22110.607421875,22308.194610688402,25,0.5200443863868713,20.541015625,0.0001311006724684649,52.001953125,5.104139333411695e-12
61,-11071.6611328125,22197.322265625,22410.716429543474,27,0.4139977991580963,-11077.2333984375,22202.466796875,22392.150498135867,24,-11117.3837890625,22284.767578125,22482.354766938402,25,0.4485156536102295,11.14453125,0.010969469869174353,91.4453125,0.0
62,-10935.1796875,21924.359375,22137.753538918474,27,0.4967917799949646,-10957.943359375,21963.88671875,22153.570420010867,24,-10967.197265625,21984.39453125,22181.981720063402,25,0.5284140706062317,45.52734375,7.147962222120441e-10,64.03515625,1.2434497875801753e-14
63,-10918.7744140625,21891.548828125,22104.942992043474,27,0.5096517205238342,-10947.625,21943.25,22132.933701260867,24,-10965.6650390625,21981.330078125,22178.917266938402,25,0.5151362419128418,57.701171875,1.8206547380827942e-12,93.78125,0.0
64,-10877.978515625,21809.95703125,22023.351195168474,27,0.457085520029068,-10874.9384765625,21797.876953125,21987.560654385867,24,-10908.0419921875,21866.083984375,22063.671173188402,25,0.4833880662918091,0.0,1.0,60.126953125,8.781864124784988e-14
65,-10829.03125,21712.0625,21925.456663918474,27,0.5175817012786865,-10845.5693359375,21739.138671875,21928.822373135867,24,-10895.513671875,21841.02734375,22038.614532563402,25,0.525840163230896,33.076171875,3.103693796413509e-07,132.96484375,0.0
66,-10986.673828125,22027.34765625,22240.741820168474,27,0.49112454056739807,-11002.55859375,22053.1171875,22242.800888760867,24,-11036.140625,22122.28125,22319.868438813402,25,0.5156282186508179,31.76953125,5.852693328867176e-07,98.93359375,0.0
67,-11169.4189453125,22392.837890625,22606.232054543474,27,0.40752753615379333,-11175.685546875,22399.37109375,22589.054795010867,24,-11229.6484375,22509.296875,22706.884063813402,25,0.4499205946922302,12.533203125,0.005762942254860071,120.458984375,0.0
68,-11148.03125,22350.0625,22563.456663918474,27,0.5041812062263489,-11156.91015625,22361.8203125,22551.504013760867,24,-11206.626953125,22463.25390625,22660.841095063402,25,0.5192089676856995,17.7578125,0.0004934431267610284,117.19140625,0.0
69,-11129.8583984375,22313.716796875,22527.110960793474,27,0.445631742477417,-11126.716796875,22301.43359375,22491.117295010867,24,-11192.787109375,22435.57421875,22633.161407563402,25,0.46943047642707825,0.0,1.0,125.857421875,0.0
70,-11153.3125,22360.625,22574.019163918474,27,0.49154531955718994,-11174.2060546875,22396.412109375,22586.095810635867,24,-11213.2109375,22476.421875,22674.009063813402,25,0.5311604738235474,41.787109375,4.451937041238807e-09,119.796875,0.0
71,-10813.3271484375,21680.654296875,21894.048460793474,27,0.46714621782302856,-10815.6484375,21679.296875,21868.980576260867,24,-10871.5810546875,21793.162109375,21990.749298188402,25,0.4801117479801178,4.642578125,0.19991979962654516,116.5078125,0.0
72,-11359.0634765625,22772.126953125,22985.521117043474,27,0.48910221457481384,-11367.5517578125,22783.103515625,22972.787216885867,24,-11401.001953125,22852.00390625,23049.591095063402,25,0.5006919503211975,16.9765625,0.0007146299010863943,83.876953125,0.0
